title,name_genres,popularity
Primal Fear,Crime Drama Mystery Thriller,10.326213
Rude,,0.065827
Carried Away,Drama Romance,1.67218
All Dogs Go to Heaven 2,Romance Animation Family Adventure Fantasy,5.028897
Land and Freedom,Drama History War Romance,6.144235
Denise Calls Up,Comedy,0.466476
Theodore Rex,Fantasy Science Fiction Family,2.583686
A Family Thing,Comedy Drama,6.207993
Frisk,Drama Thriller,0.319215
Sgt. Bilko,Comedy Family,5.70904
Jack & Sarah,Comedy Drama Romance,1.523446
Girl 6,Comedy,4.405169
Diabolique,Drama Horror Mystery Thriller,4.530079
"Little Indian, Big City",Adventure Drama Comedy Family,4.728163
Roula,Romance Drama,0.149157
Peanuts – Die Bank zahlt alles,Comedy,0.066123
Happy Weekend,Comedy,0.002229
Nelly and Monsieur Arnaud,Drama Romance,1.784647
Courage Under Fire,Drama Thriller Mystery War,11.595316
Mission: Impossible,Adventure Action Thriller,15.793477
Cold Fever,Drama Comedy,0.494977
Moll Flanders,Drama Romance,2.337263
The Superwife,Comedy,0.821299
"301, 302",Horror Mystery Thriller,0.396626
DragonHeart,Fantasy,23.63659
Und keiner weint mir nach,Drama,0.439989
My Mother's Courage,Drama,0.622885
Eddie,Action Comedy,3.09233
Yankee Zulu,Drama Comedy,1.558066
Billy's Holiday,,0.002444
Purple Noon,Crime Drama Thriller,3.804493
August,Romance Comedy Drama,0.987434
James and the Giant Peach,Adventure Animation Family,13.217623
Fear,Drama Thriller Romance,6.954926
Kids in the Hall: Brain Candy,Comedy,2.299851
Faithful,Comedy Crime Drama,1.296862
Underground,War Drama Comedy,14.587894
All Things Fair,War Drama Romance,3.582047
Bloodsport II,Action Thriller,3.085207
Pather Panchali,Drama,3.900709
The World of Apu,Drama,2.381806
Mystery Science Theater 3000: The Movie,Comedy Science Fiction,2.985163
Tarantella,,0.001662
Space Jam,Animation Comedy Drama Family Fantasy,11.054251
Barbarella,Science Fiction,14.304205
Hostile Intentions,Thriller Action Drama,0.062388
They Bite,Comedy Horror Science Fiction,0.466991
Some Folks Call It a Sling Blade,Drama Thriller,0.459376
The Run of the Country,Drama Romance,0.117662
Alphaville,Drama Science Fiction Mystery,4.658149
Coup de Torchon,Drama,2.272213
Tigrero: A Film That Was Never Made,Documentary Foreign,0.18343
The Eye of Vichy,,0.004117
Windows,Horror Drama Thriller,0.400023
It's My Party,Drama,2.791667
Country Life,Drama Romance,0.487357
Operation Dumbo Drop,Action Adventure Comedy Family,4.357971
The Promise,Drama Romance,0.122178
Mrs. Winterbourne,Comedy Romance Drama,9.1861
Solo,Action Adventure Science Fiction Thriller,1.899069
Under The Domim Tree,Drama Foreign,0.71066
The Substitute,Action Thriller,10.68537
True Crime,Crime Mystery Thriller,1.217249
Butterfly Kiss,Crime Drama Romance Thriller,0.877853
Feeling Minnesota,Action Comedy Drama Thriller,10.298582
Delta of Venus,Drama Romance,1.099187
To Cross the Rubicon,,0.006854
Angus,Comedy Drama Family Romance,2.25008
Priest Daens,Drama History,0.755047
Faces,Drama,7.918418
Boys,Romance Drama Mystery,1.579153
The Quest,Action Adventure,7.941972
Cosi,Comedy Romance,0.947007
Sunset Park,Drama,1.231692
Mulholland Falls,Drama Mystery Thriller,5.79463
The Truth About Cats & Dogs,Comedy Romance,5.121203
Oliver & Company,Animation Comedy Family,10.813579
Celtic Pride,Comedy,1.940747
Flipper,Adventure Family,4.557006
Captives,Drama Thriller Mystery Romance,1.926109
Of Love and Shadows,Drama,0.709209
Dead Man,Drama Fantasy Western,6.505272
The Horseman on the Roof,War Adventure Drama Romance,1.690768
Switchblade Sisters,Action Crime Drama,6.035166
Mouth to Mouth,Comedy Foreign,1.133409
The Visitors,Fantasy Comedy Science Fiction,7.326169
Multiplicity,Comedy Fantasy Science Fiction,8.768806
"The Haunted World of Edward D. Wood, Jr.",Documentary,0.037443
Two Friends,Drama Foreign,0.003949
The Craft,Drama Fantasy Horror Thriller,12.860385
The Great White Hype,Comedy Drama,3.321765
Last Dance,Drama Thriller,1.196686
Cold Comfort Farm,Comedy Drama Romance,1.92386
"Institute Benjamenta, or This Dream People Call Human Life",Animation Drama,0.543042
Heaven's Prisoners,Drama Mystery Thriller,9.264679
Original Gangstas,Action Drama Crime Thriller,0.343579
The Rock,Action Adventure Thriller,13.249824
Getting Away with Murder,Comedy,0.746662
Cemetery Man,Fantasy Drama Horror Comedy,6.247819
Twister,Action Adventure Drama,8.739144
Barb Wire,Action Science Fiction,5.877599
Le Garçu,Drama,0.125882
Honeymoon,Comedy,0.652621
Ghost in the Shell,Action Animation Science Fiction,10.686166
Thinner,Horror Thriller,4.856229
Spy Hard,Action Comedy,8.202057
Brothers in Trouble,Comedy Drama,0.594716
A Close Shave,Family Animation Comedy,6.796858
Force of Evil,Drama Action Crime,4.386329
The Stupids,Comedy Family,1.751457
The Arrival,Action Mystery Science Fiction Thriller,6.497591
The Man from Down Under,Drama War,0.068254
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama Comedy War,9.80398
Careful,Horror Comedy Drama Fantasy,0.160571
A Month by the Lake,Comedy Drama Romance,0.851078
Gold Diggers: The Secret of Bear Mountain,Drama,5.508101
Kim,Family Adventure,1.048075
Carmen Miranda: Bananas Is My Business,Documentary,0.146287
Ashes of Time,Drama Action,5.215992
The Jar,,0.401531
Maya Lin: A Strong Clear Vision,Documentary,0.001608
Stalingrad,Drama History War,7.667284
The Phantom,Adventure Action,8.079541
Striptease,Drama Thriller Crime,11.341502
The Last of the High Kings,Drama Comedy,1.427756
Heavy,Drama Romance,0.889498
Jack,Comedy Drama Science Fiction,6.287245
I Shot Andy Warhol,Drama,2.771201
The Grass Harp,Comedy Drama Family,0.365418
Someone Else's America,Drama,0.099602
Life is Rosy,Music Romance,0.514363
Quartier Mozart,,0.011938
Touki Bouki,Drama Romance,0.043903
God's Gift,Drama,0.049573
Spirits of the Dead,Drama Mystery Horror,1.794298
Babyfever,,0.001687
Pharaoh's  Army,Western Drama War,0.837911
Trainspotting,Drama Crime,19.348466
Til There Was You,Comedy Romance,2.700061
Independence Day,Action Adventure Science Fiction,17.634197
Stealing Beauty,Drama Romance,6.418805
The Fan,Drama Mystery Thriller,12.202063
The Hunchback of Notre Dame,Drama Animation Family,13.553999
The Cable Guy,Comedy Drama Thriller,7.586577
Kingpin,Comedy,11.633347
Eraser,Action Drama Mystery Thriller,6.919314
The Gate of Heavenly Peace,Documentary,0.10705
The Nutty Professor,Fantasy Comedy Romance Science Fiction,9.651581
"I, the Worst of All",Drama Foreign,0.202495
An Unforgettable Summer,Drama Romance War,0.826372
A Hungarian Fairy Tale,,0.043125
My Life and Times With Antonin Artaud,,0.000308
Midnight Dancers,,0.05956
Somebody to Love,Comedy Drama,0.970688
A Very Natural Thing,Drama,0.147662
The Old Lady Who Walked in the Sea,Comedy,0.573423
Daylight,Action Adventure Thriller,11.995799
The Frighteners,Horror Comedy,12.09096
Lone Star,Drama Mystery Romance,9.069963
Harriet the Spy,Comedy Drama Family,4.086563
Phenomenon,Drama Fantasy Romance Science Fiction,5.575992
Walking and Talking,Comedy Drama Romance,0.913281
She's the One,Comedy Romance,10.827266
A Time to Kill,Crime Drama Thriller,13.309013
American Buffalo,Drama,7.031279
Rendezvous in Paris,Romance Comedy,0.227128
Alaska,Adventure,2.318141
Fled,Action Comedy Thriller,3.906949
Kazaam,Fantasy Comedy Science Fiction Family,8.962892
Magic Hunter,,0.091984
Larger Than Life,Family Comedy,3.521921
A Boy Called Hate,,1.56604
Power 98,Action Mystery Thriller,0.926867
Two Deaths,War Drama,0.145092
A Very Brady Sequel,Comedy,9.898696
Stefano Quantestorie,Comedy,0.036699
Death in the Garden,Adventure Drama,1.116063
Hedd Wyn,War Drama,0.270432
La Collectionneuse,Drama Comedy Romance,1.683348
Kaspar Hauser,Drama Foreign,0.000578
Regular Guys,Comedy Foreign,1.165202
Diebinnen,Drama,0.106345
The Convent,Thriller,1.606957
The Adventures of Pinocchio,Animation Family Fantasy,7.523528
Joe's Apartment,Fantasy Comedy Music,9.490858
The First Wives Club,Comedy,10.177303
Stonewall,Romance Drama Comedy,0.940228
Ransom,Action Thriller,8.772188
High School High,Comedy,4.220058
Phat Beach,Comedy,0.879852
Foxfire,Action Drama Thriller,3.186891
Chain Reaction,Action Drama Science Fiction Thriller,15.874491
Matilda,Comedy Family Fantasy,10.034915
Emma,Drama Comedy Romance,6.593011
The Crow: City of Angels,Action Fantasy Thriller,6.554679
House Arrest,Comedy Family,12.297782
Eyes Without a Face,Drama Horror Thriller,9.935891
Bordello of Blood,Horror Comedy,3.450402
Lotto Land,Drama,0.042365
The Story of Xinghua,,0.001652
The Day the Sun Turned Cold,,0.076062
Flirt,Drama Romance,1.663948
The Big Squeeze,Drama,0.404501
The Spitfire Grill,Comedy Drama,1.19589
Escape from L.A.,Action Adventure Science Fiction Thriller,12.229381
Cyclo,Crime Drama,1.781952
Basquiat,Drama History,4.797674
Tin Cup,Comedy Drama Romance,6.24966
Dingo,Drama Music,0.124273
The Ballad of Narayama,Drama,0.969254
Every Other Weekend,Drama,0.629807
Mille bolle blu,,0.03537
Crows and Sparrows,,0.036478
The Godfather,Drama Crime,41.109264
Maybe... Maybe Not,Comedy Drama,8.593319
Police Story 3: Supercop,Action Crime Thriller,6.751864
Manny & Lo,Drama Comedy,1.143656
Wife,Drama,0.096079
Small Faces,,0.90913
Bound,Crime Drama Romance Thriller,12.449574
Carpool,Comedy Family,3.714049
Death in Brunswick,Drama,0.913987
Kansas City,Thriller Drama Music Crime,5.130136
Gone Fishin',Comedy Family,2.289647
Lover's Knot,Romance Comedy,0.14315
Vive L'Amour,Drama,1.404588
Shadow of Angels,Drama,0.364246
Killer: A Journal of Murder,Drama,0.705136
Nothing to Lose,Action Crime Drama,0.001771
Project S,Action Adventure Crime,1.262539
Girls Town,Comedy Drama,0.635669
Bye-Bye,Drama,0.109406
The Relic,Horror Mystery Thriller,7.699967
The Island of Dr. Moreau,Fantasy Horror Science Fiction,12.725343
First Kid,Comedy Family,6.510437
The Trigger Effect,Drama Thriller,9.028947
Sweet Nothing,,0.234665
Bogus,Fantasy Comedy Family,2.523605
Bulletproof,Action Adventure Comedy Thriller,7.859132
Talk of Angels,Drama Romance War,0.978989
The Land Before Time III: The Time of the Great Giving,Animation Adventure Family,6.372442
1-900,,0.062128
Baton Rouge,Thriller,0.437895
Halloween: The Curse of Michael Myers,Horror Thriller,8.768288
Twelfth Night,Drama Comedy Romance,4.69668
Mother Night,Drama History,6.038784
Liebelei,Drama Romance,0.472479
Venice,Drama Romance,0.14713
Wild Reeds,Drama Romance,2.115268
For Whom the Bell Tolls,Drama History Romance Thriller,14.373861
The Philadelphia Story,Comedy Romance,8.888069
Singin' in the Rain,Comedy Music Romance,11.064858
An American in Paris,Drama Comedy Music Romance,5.565203
Funny Face,Music Comedy Romance,5.461487
Breakfast at Tiffany's,Comedy Drama Romance,10.879289
Vertigo,Mystery Romance Thriller,18.20822
Rear Window,Drama Mystery Thriller,17.911314
It Happened One Night,Comedy Romance,6.465257
Gaslight,Drama Mystery Thriller Crime,14.545058
The Gay Divorcee,Comedy Music Romance,2.863935
North by Northwest,Mystery Thriller,12.410427
The Apartment,Comedy Drama Romance,11.994281
Some Like It Hot,Comedy Romance,11.845107
Charade,Comedy Mystery Romance Thriller,7.098731
Casablanca,Drama Romance,13.916101
The Maltese Falcon,Mystery Crime Thriller,5.782544
My Fair Lady,Drama Family Music Romance,12.494394
Sabrina,Comedy Drama Romance,7.359741
Roman Holiday,Comedy Romance,11.954806
The Little Princess,Drama Comedy Family,5.640722
Meet Me in St. Louis,Comedy Music Romance,7.331511
The Wizard of Oz,Adventure Family Fantasy,22.064932
Gone with the Wind,Drama Romance War,14.240357
My Favorite Year,Comedy Drama,2.923672
Sunset Boulevard,Drama,11.709777
Citizen Kane,Mystery Drama,15.811921
2001: A Space Odyssey,Science Fiction Mystery Adventure,22.494622
Golden Earrings,Adventure Romance,0.949155
All About Eve,Drama,12.06308
The Women,Comedy Drama,5.076649
Rebecca,Drama Mystery,8.590813
Foreign Correspondent,Mystery Thriller War,9.955445
Notorious,Thriller Drama Romance,10.135111
Spellbound,Drama Mystery Thriller,5.47596
An Affair to Remember,Drama Romance,9.813419
To Catch a Thief,Crime Drama Mystery Romance Thriller,5.490505
Father of the Bride,Comedy Drama Family Romance,2.469167
The Band Wagon,Comedy Music,3.573935
Ninotchka,Comedy Romance,5.120036
Love in the Afternoon,Comedy Drama Romance,8.196679
Gigi,Comedy Music Romance,10.36311
The Reluctant Debutante,Comedy Romance,1.954175
The Adventures of Robin Hood,Action Adventure Romance,10.685036
The Mark of Zorro,Action Adventure Drama Romance Western,7.431939
Laura,Drama Mystery,9.884516
The Ghost and Mrs. Muir,Fantasy Romance Mystery,3.008607
Lost Horizon,Adventure Fantasy Drama Mystery,3.166544
Top Hat,Comedy Music Romance,7.122093
To Be or Not to Be,Comedy War,7.274948
My Man Godfrey,Comedy Romance,5.480098
Giant,Action Drama Western,10.864284
East of Eden,Drama,6.42883
The Thin Man,Comedy Crime Mystery,10.573867
His Girl Friday,Comedy Drama,9.88321
Around the World in Eighty Days,Adventure Comedy Family Fantasy Romance,6.164226
It's a Wonderful Life,Drama Family Fantasy,15.031588
Mr. Smith Goes to Washington,Comedy Drama,8.168694
Bringing Up Baby,Comedy Romance,6.60577
Penny Serenade,Drama Romance,2.446972
The Scarlet Letter,Drama,0.284522
Lady of Burlesque,Comedy Thriller Mystery Romance,0.264695
Of Human Bondage,Drama,1.831221
Angel on My Shoulder,Comedy Fantasy Romance,0.594433
Little Lord Fauntleroy,Drama Family,4.709847
They Made Me a Criminal,Thriller Crime Drama Mystery,1.758391
The Inspector General,Comedy Music Romance,0.896505
Angel and the Badman,Romance Western,8.08426
The 39 Steps,Action Thriller Mystery,5.865697
A Walk in the Sun,War Drama,8.85591
The Outlaw,Action Adventure Western,1.450989
Night of the Living Dead,Horror,14.384198
The African Queen,Adventure War Romance,6.636872
Beat the Devil,Action Adventure Comedy Crime Drama Romance,2.001733
Cat on a Hot Tin Roof,Drama Romance,11.794846
The Last Time I Saw Paris,Romance Drama,0.912955
Meet John Doe,Drama Comedy Romance,10.750619
Algiers,Drama Action Mystery Romance,0.348765
Something to Sing About,Comedy,0.367546
A Farewell to Arms,Drama Romance War,1.914697
Moonlight Murder,Music Mystery,0.283269
Nothing Personal,Drama,0.064512
"Yes, Madam",Action Foreign,1.060097
Dangerous Ground,Drama,1.463219
Picnic,Drama Romance,8.500509
Madagascar Skin,,0.580724
The Pompatus of Love,Comedy Romance Drama,0.537795
Small Wonders,Documentary Family,0.00264
Fly Away Home,Action Adventure Drama Family,5.511155
Bliss,Drama Romance,1.262649
Grace of My Heart,Drama Comedy Music,9.364418
Brother of Sleep,Drama,0.751733
Maximum Risk,Action Adventure Thriller,7.370163
Michael Collins,Drama Thriller,6.728199
The Rich Man's Wife,Drama Thriller,6.746475
Infinity,Drama Romance,1.226688
Big Night,Drama,2.702973
Last Man Standing,Action Crime Drama Thriller,11.845918
Caught,Action Drama Thriller,1.625873
Set It Off,Drama Action Crime,6.85606
2 Days in the Valley,Comedy Crime,4.989276
Curdled,Comedy Crime Thriller,2.781581
L'associé,Comedy,0.000308
Ed's Next Move,,0.550278
Extreme Measures,Drama Thriller,4.990506
The Glimmer Man,Action Adventure Crime Drama Thriller,5.918737
D3: The Mighty Ducks,Action Comedy Drama Family,5.511475
The Chamber,Crime Drama,3.998494
The Apple Dumpling Gang,Comedy Family,4.040945
"Davy Crockett, King of the Wild Frontier",Action Adventure Family Western,5.497359
Escape to Witch Mountain,Adventure Fantasy Science Fiction Family,7.151691
The Love Bug,Comedy Family Fantasy,10.091707
Herbie Rides Again,Romance Comedy Family Fantasy,4.914603
Old Yeller,Adventure Drama Western,12.887829
The Parent Trap,Comedy Family,5.807074
Pollyanna,Adventure,3.254308
Homeward Bound: The Incredible Journey,Adventure Comedy Drama Family,7.186506
The Shaggy Dog,Comedy Family,3.404213
Swiss Family Robinson,Adventure Family,4.623089
That Darn Cat!,Drama Family Comedy,2.803679
"20,000 Leagues Under the Sea",Adventure Drama Science Fiction,8.722406
Cool Runnings,Comedy,8.30721
Angels in the Outfield,Fantasy Drama Comedy Family,10.892812
Cinderella,Family Fantasy Animation Romance,14.436858
Winnie the Pooh and the Blustery Day,Animation Family Music,1.054814
The Three Caballeros,Animation Family Music,8.702472
The Sword in the Stone,Animation Family,10.636458
So Dear to My Heart,Animation Drama Family,0.901443
Robin Hood: Prince of Thieves,Adventure,10.639244
Mary Poppins,Comedy Family Fantasy,15.11549
Dumbo,Animation Family,14.655879
Pete's Dragon,Fantasy Animation Comedy Family,7.644722
Bedknobs and Broomsticks,Adventure Fantasy Animation Comedy Family Music,10.362012
Alice in Wonderland,Animation Adventure Family Fantasy,16.488937
The Fox and the Hound,Adventure Animation Drama Family,10.197106
Freeway,Comedy Drama Thriller,7.088533
The Sound of Music,Drama Family Music Romance,9.06773
Die Hard,Action Thriller,16.640522
The Lawnmower Man,Horror Thriller Science Fiction,6.685948
Unhook the Stars,Drama Romance,5.52185
Synthetic Pleasures,Documentary,0.001177
The Secret Agent,Drama Thriller,2.943911
Secrets & Lies,Drama,11.223572
That Thing You Do!,Comedy Drama,8.685761
To Gillian on Her 37th Birthday,Drama Romance,3.263681
Surviving Picasso,Drama Romance,2.167132
Love Is All There Is,Comedy Romance,0.453988
Beautiful Thing,Comedy Drama Romance,5.766163
The Long Kiss Goodnight,Crime Action Mystery Thriller,14.482345
The Ghost and the Darkness,Adventure,10.789928
Looking for Richard,Documentary,2.653817
Trees Lounge,Comedy Drama,3.464286
The Proprietor,Drama,0.4319
Normal Life,Crime Drama,0.881187
Get on the Bus,Drama,5.230661
Shadow Conspiracy,Action Thriller,3.733574
Jude,Drama Romance,3.379677
Everyone Says I Love You,Music Comedy Romance,9.649113
Bitter Sugar,Drama Romance,0.401227
Romeo + Juliet,Drama Romance,11.774061
Swingers,Comedy Romance,6.578025
Sleepers,Crime Drama Thriller,9.198283
The Sunchaser,Drama,2.35809
Johns,Drama,0.271674
Aladdin and the King of Thieves,Adventure Animation Family,8.654244
The Woman in Question,Mystery,0.757337
